id,name,address,addressNumber,zipCode,districtCode,districtName,altitude,nearbyStations,location,stationType,lat,lon
208,208 HESIODO-LAMARTINE ,208 - Hesiodo-Lamartine,S/N,11510,POL,Polanco,,"[211, 212, 218]","{'lat': 19.434182, 'lon': -99.189835}",BIKE,19.434182,-99.189835
209,209 SOLON-HORACIO ,209 - Solón-Horacio,S/N,11510,POL,Polanco,,"[213, 214, 219]","{'lat': 19.435478, 'lon': -99.206359}",BIKE,19.435478,-99.206359
210,210 EUGENIO SUE-HORACIO ,210 Eugenio Sue-Horacio,S/N,11550,POL,Polanco,,"[203, 204, 216]","{'lat': 19.434076, 'lon': -99.194091}",BIKE,19.434076,-99.194091
211,211 NEWTON-HORACIO,211 - Newton-Horacio,S/N,11510,POL,Polanco,,"[208, 212, 218]","{'lat': 19.433607, 'lon': -99.188528}",BIKE,19.433607,-99.188528
212,212 HEGEL-HORACIO ,212 - Hegel-Horacio,S/N,11510,POL,Polanco,,"[211, 218, 224]","{'lat': 19.433567, 'lon': -99.188096}","BIKE,TPV",19.433567,-99.188096
213,213 SOLÓN-CICERÓN,213 - Solón-Cicerón,S/N,11510,POL,Polanco,,"[209, 214, 219]","{'lat': 19.43432, 'lon': -99.20632}",BIKE,19.43432,-99.20632
214,214 PLATÓN-HORACIO,214 - Platón-Horacio,S/N,11550,POL,Polanco,,"[206, 209, 215]","{'lat': 19.434353, 'lon': -99.20322}",BIKE,19.434353,-99.20322
215,215 EDGAR ALAN POE-HORACIO,215 - Edgar Alan Poe-Horacio,S/N,11510,POL,Polanco,,"[206, 214, 221]","{'lat': 19.43384, 'lon': -99.19968}",BIKE,19.43384,-99.19968
216,216 ALEJANDRO DUMAS-HORACIO ,216 - Alejandro Dumas-Horacio,S/N,11510,POL,Polanco,,"[210, 222]","{'lat': 19.433419, 'lon': -99.195746}","BIKE,TPV",19.433419,-99.195746
217,217 EULER-AV. HORACIO ,217 - Euler-Horacio,S/N,11510,POL,Polanco,,"[207, 225, 226]","{'lat': 19.432888, 'lon': -99.183605}","BIKE,TPV",19.432888,-99.183605
218,218 HEGEL-IBARBOUROU ,218 - Hegel-Ibarbourou,S/N,11510,POL,Polanco,,"[211, 212, 224]","{'lat': 19.432451, 'lon': -99.188033}",BIKE,19.432451,-99.188033
219,219 ESOPO-FC DE CUERNAVACA,219 - Esopo-FC de Cuernavaca,S/N,11510,POL,Polanco,,"[213, 220, 227]","{'lat': 19.433542, 'lon': -99.207808}",BIKE,19.433542,-99.207808
220,220 PLINIO-PRESIDENTE MASARYK ,220 - Plino-Presidente Masaryk,S/N,11510,POL,Polanco,,"[213, 219, 227]","{'lat': 19.432655, 'lon': -99.205727}",BIKE,19.432655,-99.205727
221,221 EMILIO CASTELAR-PRESIDENTE MASARYK ,221 - Emilio Castelar-Presidente Masaryk,S/N,11510,POL,Polanco,,"[215, 230, 231]","{'lat': 19.431799, 'lon': -99.201565}","BIKE,TPV",19.431799,-99.201565
222,E222 ALEJANDRO DUMAS-PRESIDENTE MASARYK,222 - Alejandro Dumas-Presidente Masarik,S/N,11510,POL,Polanco,,"[233, 241, 247]","{'lat': 19.431417, 'lon': -99.195774}",ELECTRIC_BIKE,19.431417,-99.195774
223,223 NEWTON-PRESIDENTE MASARYK ,223 - Newton-Presidente Masarik,S/N,11550,POL,Polanco,,"[222, 224, 231]","{'lat': 19.431242, 'lon': -99.191613}","BIKE,TPV",19.431242,-99.191613
224,224 HEGEL-PRESIDENTE MASARYK,224 - Hegel-Presidente Masaryk,S/N,11510,POL,Polanco,,"[212, 218, 225]","{'lat': 19.431255, 'lon': -99.188065}",BIKE,19.431255,-99.188065
225,225 PETRARCA-PRESIDENTE MASARYK,225 - Petrarca-Presidente Masaryk,S/N,11510,POL,Polanco,,"[224, 226, 232]","{'lat': 19.431172, 'lon': -99.185612}",BIKE,19.431172,-99.185612
226,226 WALLON-PRESIDENTE MASARYK,226 - Wallon-Presidente Masaryk,S/N,11511,POL,Polanco,,"[217, 239, 247]","{'lat': 19.431033, 'lon': -99.18222}",BIKE,19.431033,-99.18222
227,227 CAMPOS ELÍSEOS-PERIFÉRICO,227 - Campos Elíseos-Periférico,S/N,11550,POL,Polanco,,"[213, 219, 220]","{'lat': 19.431791, 'lon': -99.207373}",BIKE,19.431791,-99.207373
228,228 CAMPOS ELÍSEOS-JEAN DE LA FONTAINE,228 - Campos Elíseos-Jean de La fontaine,S/N,11510,POL,Polanco,,"[230, 233, 235]","{'lat': 19.427705, 'lon': -99.19912}","BIKE,TPV",19.427705,-99.19912
229,229 DICKENS-SENECA,229 - Dickens-Seneca,S/N,11510,POL,Polanco,,"[221, 235, 236]","{'lat': 19.430515, 'lon': -99.203331}",BIKE,19.430515,-99.203331
230,230 EDGAR ALAN POE-DICKENS,230 - Edgar Alan Poe-Dickens,S/N,11510,POL,Polanco,,"[221, 235, 236]","{'lat': 19.430098, 'lon': -99.200074}",BIKE,19.430098,-99.200074
231,231 NEWTON-ARISTOTELES ,231 - Newton-Aristoteles,S/N,11510,POL,Polanco,,"[222, 223, 234]","{'lat': 19.42977, 'lon': -99.19349}",BIKE,19.42977,-99.19349
232,232 TAINE-RUBEN DARÍO ,232 - Taine -  Rubén Darío,S/N,11550,POL,Polanco,,"[224, 225, 226]","{'lat': 19.42894, 'lon': -99.185389}",BIKE,19.42894,-99.185389
233,233 JULIO VERNE-LUIS G. URBINA ,233 - Julio Verne-Luis G. Urbina,S/N,11510,POL,Polanco,,"[222, 230, 231]","{'lat': 19.429314, 'lon': -99.196965}","BIKE,TPV",19.429314,-99.196965
234,234 TRES PICOS-ARQUÍMIDES ,234 - Tres Picos-Arquímides,S/N,11550,POL,Polanco,,"[192, 231]","{'lat': 19.42783, 'lon': -99.191539}",BIKE,19.42783,-99.191539
235,235 CAMPOS ELISEOS-MOLIERE ,235 - Campos Eliseos-Moliere,S/N,11550,POL,Polanco,,"[229, 230, 236]","{'lat': 19.42933, 'lon': -99.20218}",BIKE,19.42933,-99.20218
236,236 CAMPOS ELISEOS-MOLIERE ,236 - Campos Eliseos-Moliere,S/N,11550,POL,Polanco,,"[229, 230, 235]","{'lat': 19.42944, 'lon': -99.20243}",BIKE,19.42944,-99.20243
237,237 ANDRÉS BELLO-ELLIOT ,237 - Andrés Bello-Elliot,S/N,11550,POL,Polanco,,"[234, 238]","{'lat': 19.426744, 'lon': -99.193986}","BIKE,TPV",19.426744,-99.193986
238,238 ANDRÉS BELLO-ELLIOT ,238 - Andrés Bello-Elliot,S/N,11550,POL,Polanco,,"[234, 237]","{'lat': 19.426765, 'lon': -99.193752}",BIKE,19.426765,-99.193752
239,239 RINCON DEL BOSQUE-RUBEN DARÍO ,239 - Rincon del Bosque-Ruben Dario,S/N,11510,POL,Polanco,,"[226, 247, 250]","{'lat': 19.430153, 'lon': -99.181355}",BIKE,19.430153,-99.181355
451,451 CAMPOS ELÍSEOS-GOLDSMITH,451 CAMPOS ELÍSEOS-GOLDSMITH,S/N,11550,POL,Polanco,,[451],"{'lat': 19.42902, 'lon': -99.201322}",BIKE,19.42902,-99.201322
407,407 PROL. XOCHICALCO-GENERAL EMILIANO ZAPATA,407 - Prolongación Xochicalco-General Emiliano Zapat,S/N,3320,REE,Residencial Emperadores,,"[406, 408, 410]","{'lat': 19.367294, 'lon': -99.158694}",BIKE,19.367294,-99.158694
408,408 PROLONGACIÓN PETÉN-GENERAL EMILIANO ZAPATA,408 - Prolongación Petén-General Emiliano Zapata,S/N,3320,REE,Residencial Emperadores,,"[407, 409, 410]","{'lat': 19.36677, 'lon': -99.156843}",BIKE,19.36677,-99.156843
449,E449 ACAPULCO-PUEBLA,449 ACAPULCO-PUEBLA,S/N,06700,R-N,Roma Norte,,"[33, 36, 37, 139]","{'lat': 19.42018, 'lon': -99.174393}",ELECTRIC_BIKE,19.42018,-99.174393
42,42 SINALOA-VALLADOLID,042 - Sinaloa - Valladolid,S/N,06700,R-N,Roma Norte,,"[39, 47, 48, 51]","{'lat': 19.420472, 'lon': -99.168238}",BIKE,19.420472,-99.168238
37,37 GUADALAJARA-PUEBLA,037 - Guadalajara - Puebla,S/N,06700,R-N,Roma Norte,,"[28, 38, 45]","{'lat': 19.420419, 'lon': -99.172676}",BIKE,19.420419,-99.172676
38,38 COZUMEL-PUEBLA,038 - Cozumel - PUEBLA,S/N,06700,R-N,Roma Norte,,"[28, 32, 37]","{'lat': 19.420801, 'lon': -99.171407}",BIKE,19.420801,-99.171407
39,39 PUEBLA-MEDELLÍN,039 - Puebla - Medellín,S/N,06700,R-N,Roma Norte,,"[33, 42, 48]","{'lat': 19.421759, 'lon': -99.16694}",BIKE,19.421759,-99.16694
40,40 OAXACA-PUEBLA,040 - Oaxaca - Puebla,S/N,06700,R-N,Roma Norte,,"[35, 42]","{'lat': 19.42223, 'lon': -99.164297}",BIKE,19.42223,-99.164297
56,56 ALVARO OBREGON-MEDELLIN,056 - Alvaro Obregón - Medellin,S/N,06700,R-N,Roma Norte,,"[47, 51, 55, 59]","{'lat': 19.416959, 'lon': -99.165702}",BIKE,19.416959,-99.165702
51,51 COLIMA-OAXACA,051 - Colima - Oaxaca,S/N,06700,R-N,Roma Norte,,"[46, 47, 55, 58]","{'lat': 19.417995, 'lon': -99.168248}",BIKE,19.417995,-99.168248
44,44 DURANGO-VERACRUZ,044 - Durango - Veracruz,S/N,06140,R-N,Roma Norte,,"[36, 41, 49, 50]","{'lat': 19.418057, 'lon': -99.174761}",BIKE,19.418057,-99.174761
45,45 DURANGO-SONORA,045 - Durango - Sonora,S/N,06700,R-N,Roma Norte,,"[37, 38, 41, 46]","{'lat': 19.418649, 'lon': -99.172127}","BIKE,TPV",19.418649,-99.172127
46,46 DURANGO-SALAMANCA,046 - Durango - Salamanca,S/N,06700,R-N,Roma Norte,,"[42, 45, 51, 54]","{'lat': 19.419214, 'lon': -99.169732}",BIKE,19.419214,-99.169732
47,47 GLORIETA CIBELES-OAXACA,047 - Glorieta Cibeles - Oaxaca,S/N,06700,R-N,Roma Norte,,"[42, 51, 56]","{'lat': 19.419515, 'lon': -99.166299}","BIKE,TPV",19.419515,-99.166299
125,125 MORELIA-CIRCULAR DE MORELIA,125 - Morelia-Circular de Morelia,S/N,06500,R-N,Roma Norte,,"[119, 123, 127]","{'lat': 19.424541, 'lon': -99.156204}",BIKE,19.424541,-99.156204
126,126 JALAPA-PUEBLA,126 - Jalapa-Puebla,S/N,06700,R-N,Roma Norte,,"[121, 128, 129]","{'lat': 19.422288, 'lon': -99.162138}",BIKE,19.422288,-99.162138
127,127 PUEBLA-MERIDA,127 -  Puebla-Merida,S/N,06700,R-N,Roma Norte,,"[125, 128, 130]","{'lat': 19.423318, 'lon': -99.15833}",BIKE,19.423318,-99.15833
128,128 ORIZABA-RIO DE JANEIRO,128 - Orizaba-Río de Janeiro,S/N,06500,R-N,Roma Norte,,"[121, 126, 127]","{'lat': 19.422148, 'lon': -99.160645}","BIKE,TPV",19.422148,-99.160645
129,129 TONALÁ-DURANGO,129 - Tonalá-Durango,S/N,06700,R-N,Roma Norte,,"[126, 128, 131]","{'lat': 19.4206, 'lon': -99.163312}",BIKE,19.4206,-99.163312
130,130 MÉRIDA-DURANGO,130 - Mérida-Durango,S/N,06700,R-N,Roma Norte,,"[127, 132, 133]","{'lat': 19.421576, 'lon': -99.158015}",BIKE,19.421576,-99.158015
131,131 COLIMA-JALAPA,131 - Colima-Jalapa,S/N,06700,R-N,Roma Norte,,"[129, 134]","{'lat': 19.419579, 'lon': -99.161314}",BIKE,19.419579,-99.161314
132,132 COLIMA-FRONTERA,132 - Colima-Frontera,S/N,06700,R-N,Roma Norte,,"[130, 133, 135]","{'lat': 19.420667, 'lon': -99.15645}",BIKE,19.420667,-99.15645
133,133 COLIMA-MORELIA,133 - Colima-Morelia,S/N,06700,R-N,Roma Norte,,"[130, 132, 135]","{'lat': 19.421138, 'lon': -99.154725}",BIKE,19.421138,-99.154725
134,134 ÁLVARO OBREGÓN-ORIZABA,134 - Álvaro Obregón-Orizaba,S/N,06700,R-N,Roma Norte,,"[131, 136, 137]","{'lat': 19.418304, 'lon': -99.15956}","BIKE,TPV",19.418304,-99.15956
135,135 ÁLVARO OBREGÓN-MORELIA,135 - Álvaro Obregón-Morelia,S/N,06700,R-N,Roma Norte,,"[132, 133, 137]","{'lat': 19.419225, 'lon': -99.155099}","BIKE,TPV",19.419225,-99.155099
136,136 ÁLVARO OBREGÓN-TONALÁ,136 - Tonalá-Álvaro Obregón,S/N,06700,R-N,Roma Norte,,[136],"{'lat': 19.417715, 'lon': -99.162729}","BIKE,TPV",19.417715,-99.162729
137,137 ÁLVARO OBREGÓN-MÉRIDA,137 - Álvaro Obregón-Mérida,S/N,06700,R-N,Roma Norte,,"[132, 135, 138]","{'lat': 19.418774, 'lon': -99.157081}",BIKE,19.418774,-99.157081
138,138 GUANAJUATO-FRONTERA,138 - Guanajuato-Frontera,S/N,06700,R-N,Roma Norte,,"[135, 140, 144]","{'lat': 19.417702, 'lon': -99.155313}",BIKE,19.417702,-99.155313
139,E139 TONALÁ-GUANJUATO,139 - Tonalá-Guanajuato,S/N,06700,R-N,Roma Norte,,"[33, 136, 141, 155]","{'lat': 19.416128, 'lon': -99.162097}",ELECTRIC_BIKE,19.416128,-99.162097
140,140 MÉRIDA-ZACATECAS,140 - Mérida-Zacatecas,S/N,06700,R-N,Roma Norte,,"[138, 141, 144]","{'lat': 19.416605, 'lon': -99.156853}",BIKE,19.416605,-99.156853
141,141 ZACATECAS-LUIS CABRERA,141 - Zacatecas-Luis Cabrera,S/N,06700,R-N,Roma Norte,,"[139, 140, 143]","{'lat': 19.415905, 'lon': -99.15954}","BIKE,TPV",19.415905,-99.15954
142,142 SAN LUIS POTOSI-EJE 2 PTE. MONTERREY,142 - San Luis Potosí-Eje 2 Pte. Monterrey,S/N,06700,R-N,Roma Norte,,"[139, 145, 146]","{'lat': 19.413232, 'lon': -99.164121}",BIKE,19.413232,-99.164121
143,143 CÓRDOBA-SAN LUIS POTOSÍ,143 - Córdoba-San Luis Potosí,S/N,06700,R-N,Roma Norte,,"[141, 144, 147]","{'lat': 19.414303, 'lon': -99.157542}",BIKE,19.414303,-99.157542
144,144 FRONTERA-SAN LUIS POTOSÍ,144 - Frontera-San Luis Potosí,S/N,06700,R-N,Roma Norte,,"[140, 143, 148]","{'lat': 19.415192, 'lon': -99.154837}",BIKE,19.415192,-99.154837
145,145 EJE 2 SUR YUCATÁN-CHIAPAS,145 - Eje 2 Sur Yucatán-Chiapas,S/N,06700,R-N,Roma Norte,,"[142, 147, 151]","{'lat': 19.41286, 'lon': -99.160661}",BIKE,19.41286,-99.160661
146,146 COAHUILA-MANZANILLO,146 - Coahuila-Manzanillo,S/N,06700,R-N,Roma Norte,,"[150, 152, 153]","{'lat': 19.410737, 'lon': -99.165716}",BIKE,19.410737,-99.165716
147,147 COAHUILA-ORIZABA,147 - Coahuila-Orizaba,S/N,06700,R-N,Roma Norte,,"[145, 149, 151]","{'lat': 19.412182, 'lon': -99.158443}",BIKE,19.412182,-99.158443
148,148 COAHUILA-AV.CUAUHTEMOC,148 - Coahuila-Av. Cuauhtémoc,S/N,06700,R-N,Roma Norte,,"[143, 147, 149]","{'lat': 19.412829, 'lon': -99.155116}",BIKE,19.412829,-99.155116
149,149 MÉRIDA-ANTONIO ANZA,149 - Mérida-Antonio Anza,S/N,06700,R-N,Roma Norte,,"[143, 147, 148]","{'lat': 19.41199, 'lon': -99.155699}",BIKE,19.41199,-99.155699
150,150 CAMPECHE-MEDELLÍN,150 - Campeche-Medellín,S/N,06760,ROM,Roma Sur,,"[146, 151, 152]","{'lat': 19.409965, 'lon': -99.164292}",BIKE,19.409965,-99.164292
151,151 CAMPECHE-TONALÁ,151 - Campeche-Tonalá,S/N,06760,ROM,Roma Sur,,"[145, 147, 155]","{'lat': 19.410529, 'lon': -99.160873}",BIKE,19.410529,-99.160873
152,152 TLACOTALPAN-CAMPECHE,152 - Tlacotalpan-Campecha,S/N,06760,ROM,Roma Sur,,"[146, 150, 157]","{'lat': 19.409098, 'lon': -99.167181}","BIKE,TPV",19.409098,-99.167181
153,153 MANZANILLO-TLAXCALA,153 - Manzanillo-Tlaxcala,S/N,06760,ROM,Roma Sur,,"[154, 157, 161]","{'lat': 19.407468, 'lon': -99.165141}",BIKE,19.407468,-99.165141
154,154 TUXPAN-TLAXCALA,154 - Tuxpan-Tlaxcala,S/N,06100,ROM,Roma Sur,,"[152, 153, 157]","{'lat': 19.406683, 'lon': -99.167962}","BIKE,TPV",19.406683,-99.167962
155,E155 JALAPA-TLAXCALA,155 - Jalapa-Tlaxcala,S/N,06760,ROM,Roma Sur,,"[139, 147, 151, 156]","{'lat': 19.408218, 'lon': -99.159911}",ELECTRIC_BIKE,19.408218,-99.159911
156,156 TEPIC-ARIO,156 - Tepic-Ario,S/N,06760,ROM,Roma Sur,,"[153, 155, 162]","{'lat': 19.406982, 'lon': -99.162983}",BIKE,19.406982,-99.162983
157,157 TEPIC-TLACOTALPAN,157 - Tepic-Tlacotalpan,S/N,06760,ROM,Roma Sur,,"[153, 154, 161]","{'lat': 19.406236, 'lon': -99.166616}",BIKE,19.406236,-99.166616
158,158 HUATABAMPO-EJE 1PTE. CUAUHTÉMOC,158 - Huatabampo- Eje 1 Pte. Av. Cuauhtémoc,S/N,06760,ROM,Roma Sur,,"[155, 159, 163]","{'lat': 19.407447, 'lon': -99.155717}","BIKE,TPV",19.407447,-99.155717
161,161 QUINTANA ROO-MANZANILLO,161 - Quintana Roo-Manzanillo,S/N,06760,ROM,Roma Sur,,"[153, 157, 162]","{'lat': 19.405533, 'lon': -99.164913}",BIKE,19.405533,-99.164913
162,162 TEHUANTEPEC-MEDELLÍN,162 - Tehuantepec-Medellín,S/N,06760,ROM,Roma Sur,,"[156, 161, 165]","{'lat': 19.404907, 'lon': -99.162485}",BIKE,19.404907,-99.162485
163,163 TOLUCA-BAJÍO,163 - Toluca-Bajío,S/N,06760,ROM,Roma Sur,,"[158, 159, 165]","{'lat': 19.405246, 'lon': -99.156431}",BIKE,19.405246,-99.156431
164,164 BAJÍO-TLACOTALPAN,164 - Bajío-Tlacotalpan,S/N,06760,ROM,Roma Sur,,"[157, 161, 162]","{'lat': 19.403204, 'lon': -99.16596}",BIKE,19.403204,-99.16596
165,165 BAJÍO-EJE 2 PTE. MONTERREY,165 - Bajío-Eje 2 Pte. Monterrey,S/N,06760,ROM,Roma Sur,,"[156, 162, 163]","{'lat': 19.404268, 'lon': -99.160503}",BIKE,19.404268,-99.160503
427,427 AVENIDA MÉXICO-COYOACAN-AV. POPOCATEPETL (EJE ,427 - Avenida México-Coyoacan-Av. Popocatepetl (Eje,S/N,3310,SCA,Santa Cruz Atoyac,,"[411, 412, 426]","{'lat': 19.365023, 'lon': -99.162993}",BIKE,19.365023,-99.162993
409,409 AZORES-DIVISIÓN DEL NORTE,409 - Azores-División Del Norte,S/N,3310,SCA,Santa Cruz Atoyac,,"[408, 410, 430]","{'lat': 19.365102, 'lon': -99.155499}",BIKE,19.365102,-99.155499
410,410 PROLONGACIÓN TAJÍN-PROLONGACIÓN REPÚBLICAS,410 - Prolongación Tajín-Prolongación Repúblicas,S/N,3310,SCA,Santa Cruz Atoyac,,"[407, 408, 409]","{'lat': 19.36564, 'lon': -99.158063}",BIKE,19.36564,-99.158063
411,411 PARROQUIA-AVENIDA MÉXICO-COYOACAN,411 - Parroquia-Avenida México-Coyoacan,S/N,3310,SCA,Santa Cruz Atoyac,,"[412, 425, 427]","{'lat': 19.367864, 'lon': -99.163626}",BIKE,19.367864,-99.163626
412,412 PARROQUIA-AVENIDA UNIVERSIDAD,412 - Parroquia-Avenida Universidad,S/N,3310,SCA,Santa Cruz Atoyac,,"[411, 425, 426]","{'lat': 19.3684182, 'lon': -99.1654145}","BIKE,TPV",19.3684182,-99.1654145
406,406 PARROQUIA AV. MEXICO-COYOACAN,406 - Parroquia Av. Mexico-Coyoacan,S/N,3310,SCA,Santa Cruz Atoyac,,"[402, 407, 411]","{'lat': 19.367831, 'lon': -99.163261}",BIKE,19.367831,-99.163261
429,429 PIRINEOS-AV. POPOCATEPETL (EJE 8),429 - Pirineos-Av. Popocatepetl (Eje 8),S/N,3310,SCA,Santa Cruz Atoyac,,"[428, 430]","{'lat': 19.363071, 'lon': -99.158292}",BIKE,19.363071,-99.158292
430,430 TRIPOLI-AV. POPOCATEPETL (EJE 8),430 - Tripoli-Av. Popocatepetl (Eje 8),S/N,3310,SCA,Santa Cruz Atoyac,,"[409, 429]","{'lat': 19.362139, 'lon': -99.154974}",BIKE,19.362139,-99.154974
401,401 SAN LORENZO-AVENIDA CUAUHTEMOC,401 - San Lorenzo-Avenida Cuauhtemoc,S/N,3310,SCA,Santa Cruz Atoyac,,"[400, 402, 403]","{'lat': 19.372147, 'lon': -99.16158}",BIKE,19.372147,-99.16158
402,402 UXMAL-MUNICIPIO LIBRE,402 - Uxmal-Municipio Libre,S/N,3310,SCA,Santa Cruz Atoyac,,"[401, 403, 405]","{'lat': 19.3709452, 'lon': -99.1587223}",BIKE,19.3709452,-99.1587223
403,403 UXMAL-MUNICIPIO LIBRE,403 - Uxmal-Municipio Libre,S/N,3310,SCA,Santa Cruz Atoyac,,"[401, 402, 405]","{'lat': 19.371371, 'lon': -99.158639}",BIKE,19.371371,-99.158639
184,184 GRAL GÓMEZ PEDRAZA-GOBERNADOR TIBURCIO M,184 - General Gómez Pedraza-Gobernador Tiburcio Montiel,S/N,11850,SMC,San Miguel Chapultepec ,,"[185, 186, 187]","{'lat': 19.41479, 'lon': -99.18508}","BIKE,TPV",19.41479,-99.18508
185,185 GRAL ANTONIO LÉON-GRAL PEDRO A DE LOS S.,185 - General Antonio Léon-General Pedro Antonio de los Santos,S/N,11850,SMC,San Miguel Chapultepec ,,"[176, 187, 190]","{'lat': 19.4128, 'lon': -99.1828}",BIKE,19.4128,-99.1828
186,186 GREGORIO V GELATI-FRANCISCO MOLINOS DEL C,186 - Gregorio V. Gelati-Francisco Molinos del C.,S/N,11850,SMC,San Miguel Chapultepec ,,"[187, 188, 189]","{'lat': 19.4124291, 'lon': -99.1885117}",BIKE,19.4124291,-99.1885117
187,187 GENERAL CANO-GOBERNADOR GREGORIO V GELATI,187 - Genral Cano-Gobernador Gregorio V. Gelati,S/N,11850,SMC,San Miguel Chapultepec ,,"[176, 189, 190]","{'lat': 19.41123, 'lon': -99.18551}",BIKE,19.41123,-99.18551
188,188 GDOR MELCHOR MÚZQUIZ-GDOR IGNACIO ESTEVA ,188 - Gobernador Melchor Múzquiz-Gobernador Ignacio Esteva,S/N,11850,SMC,San Miguel Chapultepec ,,"[186, 187, 189]","{'lat': 19.41171, 'lon': -99.19014}","BIKE,TPV",19.41171,-99.19014
189,189 GDOR RAFAEL REBOLLAR-GDOR JOSÉ CEBALLOS,189 - Gobernador Rafael Rebollar-Gobernador José Ceballos,S/N,11850,SMC,San Miguel Chapultepec ,,"[186, 187, 188]","{'lat': 19.41004, 'lon': -99.18798}",BIKE,19.41004,-99.18798
190,E190 GDOR IGNACIO ESTEVA-MTRO JOSÉ VASCONCELOS,190 - Gobernador Ignacio Esteva-Maestro José Vasconcelos,S/N,11850,SMC,San Miguel Chapultepec ,,"[33, 187, 189, 449]","{'lat': 19.409569, 'lon': -99.183833}",ELECTRIC_BIKE,19.409569,-99.183833
191,191 GDOR RAFAEL REBOLLAR-GDOR VICENTE EGUIA,191 - Gobernador Rafael Rebollar-Gobernador Vicente Eguia,S/N,11850,SMC,San Miguel Chapultepec ,,"[176, 189, 190]","{'lat': 19.4079, 'lon': -99.18795}",BIKE,19.4079,-99.18795
258,258 CIRCUITO INTERIOR-JUAN ESCUTIA ,258 - Circuito Interior-Juan Escutia,S/N,11850,SMC,San Miguel Chapultepec ,,"[36, 49, 53]","{'lat': 19.4167, 'lon': -99.1791}",BIKE,19.4167,-99.1791
352,352 TINTORETO-GIORGINE,352 - Tintoreto-Giorgine,S/N,3700,SMN,Santa María Nonoalco,,"[351, 364, 365]","{'lat': 19.384114, 'lon': -99.185447}","BIKE,TPV",19.384114,-99.185447
364,364 BOTICHELLI-CDA. DE GIORGONE,364 - Botichelli-Cda. De Giorgone,S/N,3700,SMN,Santa María Nonoalco,,"[351, 352, 365]","{'lat': 19.383063, 'lon': -99.185858}",BIKE,19.383063,-99.185858
365,365 HOLBEIN-AVENIDA REVOLUCIÓN,365 - Holbein-Avenida Revolución,S/N,3700,SMN,Santa María Nonoalco,,"[352, 363, 364]","{'lat': 19.381117, 'lon': -99.186687}",BIKE,19.381117,-99.186687
351,351 CALLE 27-AVENIDA REVOLUCIÓN,351 - Calle 27-Avenida Revolución,S/N,3800,SPP,San Pedro de los Pinos,,"[332, 352, 364]","{'lat': 19.385751, 'lon': -99.186297}",BIKE,19.385751,-99.186297
328,328 AVENIDA 1-CALLE 7,328 - Avenida 1-Calle 7,S/N,3800,SPP,San Pedro de los Pinos,,"[311, 312, 329]","{'lat': 19.392586, 'lon': -99.184742}",BIKE,19.392586,-99.184742
329,329 CALLE 13-AVENIDA 1,329 - Calle 13-Avenida 1,S/N,3800,SPP,San Pedro de los Pinos,,"[312, 328, 330]","{'lat': 19.390306, 'lon': -99.184812}",BIKE,19.390306,-99.184812
330,330 CALLE 15-AVENIDA PATRIOTISMO,330 - Calle 15-Avenida Patriotismo,S/N,3800,SPP,San Pedro de los Pinos,,"[329, 331, 332]","{'lat': 19.389358, 'lon': -99.182606}",BIKE,19.389358,-99.182606
331,331 AVENIDA 2-CALLE 17,331 - Avenida 2-Calle 17,S/N,3800,SPP,San Pedro de los Pinos,,"[329, 330, 332]","{'lat': 19.388547, 'lon': -99.183971}",BIKE,19.388547,-99.183971
332,332 SUR DE CALLE 27-AVENIDA 3,332 - Sur De Calle 27-Avenida 3,S/N,3800,SPP,San Pedro de los Pinos,,"[330, 331, 333]","{'lat': 19.385508, 'lon': -99.183809}",BIKE,19.385508,-99.183809
288,288 11 DE ABRIL-AVENIDA 2,288 - 11 De Abril-Avenida 2,S/N,3800,SPP,San Pedro de los Pinos,,"[287, 310, 311]","{'lat': 19.396333, 'lon': -99.183575}",BIKE,19.396333,-99.183575
310,310 CALLE 1-AV. PATRIOTISMO,310 - Calle 1-Av. Patriotismo,S/N,3800,SPP,San Pedro de los Pinos,,"[309, 311, 312]","{'lat': 19.395319, 'lon': -99.181733}",BIKE,19.395319,-99.181733
311,311 CALLE 5-AVENIDA REVOLUCIÓN,311 - Calle 5-Avenida Revolución,S/N,3800,SPP,San Pedro de los Pinos,,"[310, 312, 328]","{'lat': 19.393665, 'lon': -99.185391}",BIKE,19.393665,-99.185391
312,312 AVENIDA 2-CALLE 7,312 - Avenida 2-Calle 7,S/N,3800,SPP,San Pedro de los Pinos,,"[310, 311, 328]","{'lat': 19.392634, 'lon': -99.183737}","BIKE,TPV",19.392634,-99.183737
263,263 SADI CARNOT-GÓMEZ FARIAS ,263 - Sadi Carnot - Gómez Farias,S/N,06470,S-R,San Rafael,,"[85, 86, 256]","{'lat': 19.436274, 'lon': -99.158425}","BIKE,TPV",19.436274,-99.158425
160,E160 ALFONSO HERRERA-GABINO BARRERA,160 - Alfonzo Herrera-Gabino Barrera,S/N,06470,S-R,San Rafael,,"[103, 174, 257]","{'lat': 19.44025, 'lon': -99.16346}",ELECTRIC_BIKE,19.44025,-99.16346
254,254 ALFONSO HERRERA-MIGUEL SHULTZ ,254 - Alfonso Herrera-Miguel Shultz,S/N,06470,S-R,San Rafael,,"[160, 174, 256]","{'lat': 19.43935, 'lon': -99.16007}",BIKE,19.43935,-99.16007
